Fecha, Turno, Distrito, Equipo, Calle inicio
8/21/2025,TARDE,8,MINIHIDRO T5,AV:VELAZQUEZ
8/21/2025,TARDE,,MINIHIDRO T5,AV:VELAZQUEZ
8/21/2025,TARDE,,MINIHIDRO T5,BV:ADOLFO SUAREZ
8/21/2025,TARDE,7,MINIHIDRO T5,PL:LARITA
8/21/2025,TARDE,7,MINIHIDRO T5,PSO:MARITIMO ANTONIO BANDERAS
8/21/2025,TARDE,7,MINIHIDRO T5,AV:EUROPA
8/21/2025,TARDE,7,MINIHIDRO T5,AV:LUZ DE LA
8/21/2025,TARDE,,MINIHIDRO T5,BV:ADOLFO SUAREZ
8/21/2025,TARDE,7,MINIHIDRO T5,CL:PACIFICO
8/21/2025,TARDE,6,MINIHIDRO T5,CL:PUERTO ONCALA
8/21/2025,TARDE,7,MINIHIDRO T5,CL:PUERTO ONCALA
8/21/2025,TARDE,7,MINIHIDRO T5,CL:SALZILLO
8/21/2025,TARDE,7,MINIHIDRO T5,PL:LARITA
8/21/2025,TARDE,7,MINIHIDRO T5,AV:VELAZQUEZ
8/21/2025,TARDE,8,MINIHIDRO T5,AV:VELAZQUEZ
8/21/2025,TARDE,,MINIHIDRO T5,AV:VELAZQUEZ
8/21/2025,TARDE,,MINIHIDRO T5,BV:ADOLFO SUAREZ
8/21/2025,TARDE,7,MINIHIDRO T5,CL:CEDRON
8/21/2025,TARDE,7,MINIHIDRO T5,CL:PACIFICO
8/21/2025,TARDE,6,MINIHIDRO T5,CL:PUERTO ONCALA
8/21/2025,TARDE,7,MINIHIDRO T5,CL:PUERTO ONCALA
8/21/2025,TARDE,1,MINIHIDRO T8,AV:ARROYO DE LOS ANGELES
8/21/2025,TARDE,4,MINIHIDRO T8,AV:ARROYO DE LOS ANGELES
8/21/2025,TARDE,5,MINIHIDRO T8,AV:ARROYO DE LOS ANGELES
8/21/2025,TARDE,4,MINIHIDRO T8,CL:MORENO NIETO
8/21/2025,TARDE,4,MINIHIDRO T9,CL:ALBACETE
8/21/2025,TARDE,1,MINIHIDROLIMPIADOR T26,AV:ARROYO DE LOS ANGELES
8/21/2025,TARDE,4,MINIHIDROLIMPIADOR T26,AV:ARROYO DE LOS ANGELES
8/21/2025,TARDE,5,MINIHIDROLIMPIADOR T26,AV:ARROYO DE LOS ANGELES
8/21/2025,NOCHE,,RED RIEGO ALCAZABILLA,
8/21/2025,NOCHE,,RED RIEGO MERCED,
